report_number	local_case_number	agency_name	acrs_report_type	crash_date_time	off_road_description	related_non_motorist	collision_type	weather	light	traffic_control	driver_substance_abuse	non_motorist_substance_abuse	person_id	pedestrian_type	pedestrian_movement	pedestrian_actions	pedestrian_location	pedestrian_obeyed_traffic_signal	pedestrian_visibility	at_fault	injury_severity	safety_equipment	route_type	surface_condition
MCP33070014	210048926	Montgomery County Police	Injury Crash	2021-12-02T14:02:00.000	PARKING LOT OF GIANT FOOD 3860 ROSSMOOR BLVD	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	3FFC30FF-4E13-48FC-B92E-CBBC878B93F5	PEDESTRIAN	Cross/Enter at Intersection	IN ROADWAY IMPROPERLY	AT INTERSECTION BUT NO CROSSWALK	NO PED. SIGNAL	DARK CLOTHING	Yes	SUSPECTED SERIOUS INJURY	NONE	OTHER	UNKNOWN
MCP3010006D	210048874	Montgomery County Police	Injury Crash	2021-12-02T08:19:00.000	UNKNOWN	BICYCLIST	STRAIGHT MOVEMENT ANGLE	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	UNKNOWN	UNKNOWN	976D4648-EFA0-4E2C-97C7-36BCEE7413AA	BICYCLIST	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	DARK CLOTHING	No	SUSPECTED MINOR INJURY	NONE	Maryland (State)	DRY
MCP30190048	210048803	Montgomery County Police	Property Damage Crash	2021-12-01T17:50:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DUSK	TRAFFIC SIGNAL	UNKNOWN	UNKNOWN	CC6C0F22-C832-4C60-B152-18FCEDBBD007	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	OTHER	No	NO APPARENT INJURY	NONE	Maryland (State)	DRY
MCP3050005H	210048794	Montgomery County Police	Injury Crash	2021-12-01T17:26:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DARK NO LIGHTS	NO CONTROLS	NONE DETECTED	NONE DETECTED	67B6A2AC-0745-4049-85C2-A9CEE70CB712	PEDESTRIAN	Cross/Enter not at Intersection	IN ROADWAY IMPROPERLY	ON ROADWAY NOT AT CROSSWALK	NO PED. SIGNAL	DARK CLOTHING	Yes	SUSPECTED MINOR INJURY	NONE	Maryland (State)	DRY
MCP136600BK	210048792	Montgomery County Police	Injury Crash	2021-12-01T17:02:00.000	UNKNOWN	PEDESTRIAN	STRAIGHT MOVEMENT ANGLE	CLOUDY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	UNKNOWN	EFFADDDD-0696-41B0-A6F4-B2CF1B68488E	PEDESTRIAN	Cross/Enter at Intersection	OTHER	ON ROADWAY AT CROSSWALK	OTHER	OTHER	UNKNOWN	SUSPECTED SERIOUS INJURY	NONE	County	DRY
MCP30190047	210048774	Montgomery County Police	Injury Crash	2021-12-01T16:00:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DUSK	NO CONTROLS	UNKNOWN	UNKNOWN	2EE74486-5529-42CE-BEEB-3CCD7641E6D9	PEDESTRIAN	OTHER	OTHER	SIDEWALK	OTHER	OTHER	No	POSSIBLE INJURY	NONE	County	DRY
MCP2617009W	210048446	Montgomery County Police	Injury Crash	2021-11-29T15:45:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	NO CONTROLS	UNKNOWN	NONE DETECTED	173B1597-A1F5-40AA-A5A1-C8A9C1EE9BE0	PEDESTRIAN	Cross/Enter not at Intersection	OTHER	ON ROADWAY NOT AT CROSSWALK	OTHER	DARK CLOTHING	UNKNOWN	SUSPECTED MINOR INJURY	NONE	County	DRY
MCP209400HY	210048390	Montgomery County Police	Injury Crash	2021-11-29T10:04:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	66028F66-64E2-4F8E-A824-5A0BDB31CE19	PEDESTRIAN	Other Working	INATTENTIVE	ON ROADWAY NOT AT CROSSWALK	OTHER	MIXED CLOTHING	Yes	SUSPECTED SERIOUS INJURY	NONE	County	DRY
MCP2664005H	210048328	Montgomery County Police	Injury Crash	2021-11-28T19:11:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	NONE DETECTED	3432F00F-99F6-491C-9081-10D07084C64A	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	AT INTERSECTION BUT NO CROSSWALK	NO PED. SIGNAL	DARK CLOTHING	No	POSSIBLE INJURY	NONE	Maryland (State)	DRY
MCP3199003F	210048294	Montgomery County Police	Property Damage Crash	2021-11-28T12:42:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	OTHER	NONE DETECTED	NONE DETECTED	12BE61DB-2460-4E6B-8C96-75A63E85CD83	PEDESTRIAN	Cross/Enter at Intersection	OTHER	AT INTERSECTION BUT NO CROSSWALK	NO PED. SIGNAL	DARK CLOTHING	No	NO APPARENT INJURY	NONE	Maryland (State)	DRY
DD5527003P	210048073	Rockville Police Departme	Property Damage Crash	2021-11-26T17:15:00.000	SHELL GAS STATION OF 1911 ROCKVILLE PIKE	BICYCLIST	OTHER	CLEAR	DARK LIGHTS ON	NO CONTROLS	UNKNOWN	NONE DETECTED	0906F3DD-C93E-408E-B955-06486F2FEEB0	BICYCLIST	OTHER	NO IMPROPER ACTIONS	OTHER	NO PED. SIGNAL	MIXED CLOTHING	No	NO APPARENT INJURY	NONE	OTHER	UNKNOWN
MCP2492001Q	210047847	Montgomery County Police	Injury Crash	2021-11-24T17:46:00.000	PARKING LOT OF 20944 FREDERICK ROAD	PEDESTRIAN	OTHER	CLEAR	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	NONE DETECTED	DE02BBED-E3F4-4BBF-A7D0-E351DF6570E8	PEDESTRIAN	Standing	NO IMPROPER ACTIONS	OTHER	OTHER	DARK CLOTHING	No	SUSPECTED SERIOUS INJURY	NONE	OTHER	UNKNOWN
MCP30450048	210047562	Montgomery County Police	Injury Crash	2021-11-23T08:56:00.000	ON SIDEWALK (REARENTRANCE/EXIT TO 6400 DEMOCRACY BLVD- BELLS MILL RD SIDE)	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	OTHER	NONE DETECTED	NONE DETECTED	44E109D0-C527-4F94-B846-AF78FF4E9FB1	PEDESTRIAN	Walking/Cycling on Sidewalk	NO IMPROPER ACTIONS	SIDEWALK	OTHER	OTHER	No	POSSIBLE INJURY	NONE	OTHER	UNKNOWN
MCP26200020	210047518	Montgomery County Police	Property Damage Crash	2021-11-22T19:55:00.000	UNKNOWN	OTHER CONVEYANCE	STRAIGHT MOVEMENT ANGLE	CLEAR	DARK LIGHTS ON	OTHER	ALCOHOL PRESENT	NONE DETECTED	0E821833-693B-445F-8421-8B0F169D82C0	OTHER CONVEYANCE	OTHER	NO IMPROPER ACTIONS	SHOULDER	OTHER	MIXED CLOTHING	No	NO APPARENT INJURY	NONE	County	DRY
DM84780019	210047061	Takoma Park Police Depart	Property Damage Crash	2021-11-19T17:00:00.000	IN THE DRIVE WAY LOCATED AT  7129 CARROLL AVE TAKOMA PARK, MONTGOMERY COUNTY, MD	OTHER	SINGLE VEHICLE	OTHER	DARK -- UNKNOWN LIGHTING	NO CONTROLS	NONE DETECTED	NONE DETECTED	4DE1725F-40F8-49E9-9CD2-DA50DBBCDCAE	OTHER	OTHER	OTHER	OTHER	OTHER	MIXED CLOTHING	No	NO APPARENT INJURY	NONE	OTHER	UNKNOWN
MCP1301001P	210046973	Montgomery County Police	Fatal Crash	2021-11-19T08:22:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	UNKNOWN	6963838A-7455-428B-B350-E82F0AF470B7	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	NO PED. SIGNAL	MIXED CLOTHING	No	FATAL INJURY	NONE	Maryland (State)	DRY
MCP29300020	210046908	Montgomery County Police	Injury Crash	2021-11-18T20:15:00.000	UNKNOWN	PEDESTRIAN	OTHER	RAINING	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	AF171322-9C8B-4167-B9F4-9129AD0F3997	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	AT INTERSECTION MARKED CROSSWALK	OBEYED PED. SIGNAL	MIXED CLOTHING	No	SUSPECTED MINOR INJURY	NONE	County	WET
DD56420029	210046901	Rockville Police Departme	Injury Crash	2021-11-18T19:13:00.000	UNKNOWN	PEDESTRIAN	STRAIGHT MOVEMENT ANGLE	RAINING	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	99716B2C-8BF8-4BE5-9DEC-1DA41FA94DEA	PEDESTRIAN	Cross/Enter at Intersection	NOT VISIBLE	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	DARK CLOTHING	No	SUSPECTED MINOR INJURY	NONE	Municipality	WET
MCP2936004Q	210046892	Montgomery County Police	Injury Crash	2021-11-18T18:18:00.000	UNKNOWN	PEDESTRIAN	OTHER	RAINING	DARK LIGHTS ON	OTHER	NONE DETECTED	NONE DETECTED	5C05F135-2832-4AA1-838F-764EADC0348D	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	MIXED CLOTHING	No	SUSPECTED MINOR INJURY	NONE	Maryland (State)	WET
MCP3073005K	210046883	Montgomery County Police	Injury Crash	2021-11-18T17:47:00.000	UNKNOWN	PEDESTRIAN	OTHER	RAINING	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	UNKNOWN	7C5E0E45-A348-43F8-BB90-5197F72E01ED	PEDESTRIAN	Cross/Enter not at Intersection	IN ROADWAY IMPROPERLY	ON ROADWAY NOT AT CROSSWALK	OTHER	DARK CLOTHING	Yes	SUSPECTED MINOR INJURY	NONE	Maryland (State)	WET
MCP28610054	210046882	Montgomery County Police	Injury Crash	2021-11-18T17:40:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	A72065E4-569E-4275-BF79-E1D5CC806585	PEDESTRIAN	Cross/Enter at Intersection	FAILURE TO YIELD RIGHT OF WAY	ON ROADWAY AT CROSSWALK	DISOBEYED PED. SIGNAL	DARK CLOTHING	Yes	SUSPECTED SERIOUS INJURY	NONE	County	DRY
DM8499000P	210046856	Takoma Park Police Depart	Property Damage Crash	2021-11-18T16:00:00.000	UNKNOWN	OTHER	SINGLE VEHICLE	OTHER	DAYLIGHT	TRAFFIC SIGNAL	ALCOHOL CONTRIBUTED	UNKNOWN	9D07F85D-1C6C-46BD-9D7E-DE92E4C1FEF8	OTHER	OTHER	OTHER	SIDEWALK	OTHER	OTHER	No	NO APPARENT INJURY	NONE	Maryland (State)	DRY
MCP30860062	210046772	Montgomery County Police	Injury Crash	2021-11-18T08:30:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	02B96D01-1174-4371-8712-620254F0FDAE	PEDESTRIAN	Cross/Enter at Intersection	IN ROADWAY IMPROPERLY	ON ROADWAY AT CROSSWALK	DISOBEYED PED. SIGNAL	DARK CLOTHING	Yes	SUSPECTED MINOR INJURY	NONE	County	DRY
MCP1564005X	210046762	Montgomery County Police	Property Damage Crash	2021-11-18T07:22:00.000	PARKING LOT 18111 PRINCE PHILIP DR	OTHER	SINGLE VEHICLE	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	UNKNOWN	04D48590-F1C2-4568-A1F0-B27B225536F8	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	No	NO APPARENT INJURY	NONE	OTHER	UNKNOWN
MCP3051004S	210046678	Montgomery County Police	Injury Crash	2021-11-17T14:15:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	OTHER	NONE DETECTED	NONE DETECTED	45D7EEF5-3903-43BA-859B-8F0D79C80159	PEDESTRIAN	Cross/Enter at Intersection	OTHER	ON ROADWAY AT CROSSWALK	DISOBEYED PED. SIGNAL	MIXED CLOTHING	UNKNOWN	SUSPECTED MINOR INJURY	NONE	County	DRY
DD5644001X	210046642	Rockville Police Departme	Property Damage Crash	2021-11-17T11:15:00.000	315 NORTH WASHINGTON STREET PARKING LOT	OTHER	OTHER	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	BCE7513D-428F-4AAB-9A22-B0746E4E218D	OTHER	OTHER	NO IMPROPER ACTIONS	INSIDE BUILDING	OTHER	OTHER	No	NO APPARENT INJURY	NONE	OTHER	UNKNOWN
DM84780018	210046451	Takoma Park Police Depart	Injury Crash	2021-11-16T09:25:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	UNKNOWN	A46CB333-E2C1-41B6-9DBB-6817337B0456	PEDESTRIAN	OTHER	OTHER	ON ROADWAY NOT AT CROSSWALK	OTHER	DARK CLOTHING	No	POSSIBLE INJURY	NONE	Municipality	DRY
MCP30100067	210046432	Montgomery County Police	Injury Crash	2021-11-16T06:29:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DUSK	TRAFFIC SIGNAL	UNKNOWN	UNKNOWN	6605DF0F-EF7F-45F3-B52D-4D96814BDCC8	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	DARK CLOTHING	No	SUSPECTED MINOR INJURY	NONE	County	DRY
MCP3258001Q	210046320	Montgomery County Police	Property Damage Crash	2021-11-15T13:47:00.000	2ND FLOOR COSTCO GARAGE AT 11160 VEIRS MILL RD	PEDESTRIAN	STRAIGHT MOVEMENT ANGLE	CLEAR	DAYLIGHT	NO CONTROLS	UNKNOWN	UNKNOWN	D1A3AE56-9B71-4944-9F17-A9A06A9267C0	PEDESTRIAN	OTHER	NO IMPROPER ACTIONS	OTHER	NO PED. SIGNAL	MIXED CLOTHING	UNKNOWN	NO APPARENT INJURY	NONE	OTHER	UNKNOWN
MCP2269001L	210046177	Montgomery County Police	Injury Crash	2021-11-14T12:45:00.000	UNKNOWN	PEDESTRIAN	STRAIGHT MOVEMENT ANGLE	CLOUDY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	BC8914FB-1090-4343-AF6A-967ED0E6D91B	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	OTHER	No	NO APPARENT INJURY	NONE	Municipality	DRY
MCP2269001L	210046177	Montgomery County Police	Injury Crash	2021-11-14T12:45:00.000	UNKNOWN	PEDESTRIAN	STRAIGHT MOVEMENT ANGLE	CLOUDY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	36B7FB7B-0FE1-4828-8688-6E8AB438250C	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	OTHER	No	POSSIBLE INJURY	NONE	Municipality	DRY
MCP30550038	210046054	Montgomery County Police	Injury Crash	2021-11-13T13:59:00.000	UNKNOWN	BICYCLIST	OTHER	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	UNKNOWN	UNKNOWN	A87EE2EE-D1F7-488B-8B6C-88F69953C719	BICYCLIST	Cross/Enter at Intersection	DART DASH	ON ROADWAY NOT AT CROSSWALK	DISOBEYED PED. SIGNAL	LIGHT CLOTHING	Yes	SUSPECTED MINOR INJURY	NONE	Maryland (State)	DRY
MCP30190045	210045939	Montgomery County Police	Injury Crash	2021-11-12T17:15:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DARK LIGHTS ON	STOP SIGN	UNKNOWN	UNKNOWN	7142C2F2-1B69-44EA-8873-9FCA56077EC5	PEDESTRIAN	OTHER	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	NO PED. SIGNAL	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	OTHER	DRY
MCP30190045	210045939	Montgomery County Police	Injury Crash	2021-11-12T17:15:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DARK LIGHTS ON	STOP SIGN	UNKNOWN	UNKNOWN	0A51C1A7-2D28-49A4-8D4F-072C1C11B6B1	PEDESTRIAN	OTHER	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	NO PED. SIGNAL	OTHER	No	POSSIBLE INJURY	NONE	OTHER	DRY
MCP289200BL	210045907	Montgomery County Police	Injury Crash	2021-11-12T15:18:00.000	PARKING LOT LOCATED AT 9400 GEORGIA AVENUE SILVER SPRING, MD	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	CE2BFB27-2E23-4EE1-B8F8-AAE6F1BF2F4D	PEDESTRIAN	Standing	OTHER	OTHER	OTHER	MIXED CLOTHING	UNKNOWN	POSSIBLE INJURY	NONE	OTHER	UNKNOWN
MCP9428003W	210045828	Montgomery County Police	Injury Crash	2021-11-12T07:47:00.000	UNKNOWN	PEDESTRIAN	OPPOSITE DIRECTION SIDESWIPE	RAINING	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	5080FADF-275A-493D-A32E-E7B3E3C94962	PEDESTRIAN	OTHER	INATTENTIVE	OTHER	OTHER	REFLECTIVE MATERIAL	Yes	SUSPECTED MINOR INJURY	REFLECTIVE CLOTHING	County	WET
MCP2931005N	210045627	Montgomery County Police	Injury Crash	2021-11-10T18:00:00.000	PARKING LOT OF 11720 ROCKVILLE PIKE	PEDESTRIAN	OTHER	CLEAR	DARK -- UNKNOWN LIGHTING	STOP SIGN	NONE DETECTED	NONE DETECTED	BA69F8EC-90B3-44FE-B6B1-CBDD32CC47E5	PEDESTRIAN	Walking/Cycling on Sidewalk	NO IMPROPER ACTIONS	SIDEWALK	NO PED. SIGNAL	DARK CLOTHING	No	POSSIBLE INJURY	NONE	OTHER	UNKNOWN
MCP2805004G	210045575	Montgomery County Police	Injury Crash	2021-11-10T14:47:00.000	PL OF COSTCO, 880 RUSSELL AVE, GAITHERSBURG, MD	PEDESTRIAN	SAME DIR REAR END	CLEAR	DAYLIGHT	OTHER	NONE DETECTED	NONE DETECTED	7ECB82FD-7F96-4A4B-BD97-82E3D8277ED7	PEDESTRIAN	Standing	NOT VISIBLE	CURB	OTHER	MIXED CLOTHING	No	SUSPECTED MINOR INJURY	NONE	OTHER	UNKNOWN
EJ7876003Y	210045443	Gaithersburg Police Depar	Injury Crash	2021-11-09T18:00:00.000	UNKNOWN	BICYCLIST	OTHER	CLEAR	DARK -- UNKNOWN LIGHTING	NO CONTROLS	NONE DETECTED	NONE DETECTED	9036A371-124E-44E4-8342-B1E225F44399	BICYCLIST	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	NO PED. SIGNAL	HEAD LIGHT AND REFLECTORS	No	POSSIBLE INJURY	MC/BIKE HELMET	Municipality	DRY
MCP23480063	210045409	Montgomery County Police	Fatal Crash	2021-11-09T15:04:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	STOP SIGN	NONE DETECTED	UNKNOWN	A26A5D68-AEF0-4561-9C1C-A41AA013B402	PEDESTRIAN	Cross/Enter at Intersection	IN ROADWAY IMPROPERLY	ON ROADWAY NOT AT CROSSWALK	OTHER	MIXED CLOTHING	Yes	FATAL INJURY	NONE	OTHER	DRY
MCP137800Z6	210045261	Montgomery County Police	Injury Crash	2021-11-08T17:55:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	222AFC0D-3DC6-4465-8C71-3D5556EF22F5	PEDESTRIAN	Cross/Enter at Intersection	OTHER	ON ROADWAY AT CROSSWALK	OTHER	DARK CLOTHING	No	POSSIBLE INJURY	NONE	County	DRY
MCP2617009T	210045236	Montgomery County Police	Injury Crash	2021-11-08T15:00:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	61898023-1DBF-4B9B-82E0-913E2FA1E2BC	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	AT INTERSECTION MARKED CROSSWALK	OBEYED PED. SIGNAL	LIGHT CLOTHING	No	POSSIBLE INJURY	NONE	County	DRY
MCP2679003F	210045140	Montgomery County Police	Injury Crash	2021-11-07T22:40:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	DA767146-3435-4035-9125-C44A88F51F52	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	County	DRY
MCP28970027	210045112	Montgomery County Police	Injury Crash	2021-11-07T15:40:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	OTHER	NO CONTROLS	UNKNOWN	NONE DETECTED	1E7C7B8D-B930-4E7B-A877-32903B9C045B	PEDESTRIAN	Standing	DART DASH	ON ROADWAY NOT AT CROSSWALK	OTHER	MIXED CLOTHING	Yes	SUSPECTED MINOR INJURY	NONE	County	DRY
MCP2191003S	210044956	Montgomery County Police	Injury Crash	2021-11-06T12:38:00.000	UNKNOWN	PEDESTRIAN	STRAIGHT MOVEMENT ANGLE	CLEAR	DAYLIGHT	STOP SIGN	NONE DETECTED	NONE DETECTED	AF199CD7-1E30-4D6B-93E6-BD3397127FBD	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	NO PED. SIGNAL	DARK CLOTHING	No	SUSPECTED MINOR INJURY	NONE	County	DRY
EJ78840035	210044861	Gaithersburg Police Depar	Injury Crash	2021-11-05T17:12:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	UNKNOWN	11E656AA-A656-4325-879E-CD3C4A5AF621	PEDESTRIAN	Cross/Enter at Intersection	OTHER	ON ROADWAY AT CROSSWALK	OTHER	DARK CLOTHING	UNKNOWN	NO APPARENT INJURY	NONE	Maryland (State)	DRY
EJ78840035	210044861	Gaithersburg Police Depar	Injury Crash	2021-11-05T17:12:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	57CB4AB7-A89A-4A08-9A74-27F8006D76E6	PEDESTRIAN	Cross/Enter at Intersection	OTHER	ON ROADWAY AT CROSSWALK	OTHER	DARK CLOTHING	UNKNOWN	POSSIBLE INJURY	NONE	Maryland (State)	DRY
MCP24960033	210044781	Montgomery County Police	Injury Crash	2021-11-05T08:48:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	3208C231-7A7F-47ED-B7C4-B7E5316F7E40	PEDESTRIAN	Walking/Riding w/Traffic	NO IMPROPER ACTIONS	SIDEWALK	NO PED. SIGNAL	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	County	DRY
MCP24960033	210044781	Montgomery County Police	Injury Crash	2021-11-05T08:48:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	9241E9AE-B75D-4926-8B6A-A2BEF00E4CB9	PEDESTRIAN	Walking/Riding w/Traffic	NO IMPROPER ACTIONS	SIDEWALK	NO PED. SIGNAL	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	County	DRY
MCP3105004D	210044653	Montgomery County Police	Injury Crash	2021-11-04T12:01:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	UNKNOWN	2ACB0F3E-52EB-4967-A981-6500599E9A7A	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	AT INTERSECTION MARKED CROSSWALK	OBEYED PED. SIGNAL	MIXED CLOTHING	No	SUSPECTED SERIOUS INJURY	NONE	Maryland (State)	DRY
MCP32720011	210044515	Montgomery County Police	Injury Crash	2021-11-03T13:50:00.000	UNKNOWN	BICYCLIST	STRAIGHT MOVEMENT ANGLE	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	E7B88553-B590-47D2-8B08-2D959B53E9A1	BICYCLIST	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	PED. SIGNAL MALFUNCTION	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	US (State)	DRY
MCP33000010	210044444	Montgomery County Police	Injury Crash	2021-11-03T08:05:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	544531EA-BC46-44DE-BE56-938A05CD899F	PEDESTRIAN	Cross/Enter at Intersection	OTHER	ON ROADWAY NOT AT CROSSWALK	OBEYED PED. SIGNAL	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	Maryland (State)	DRY
MCP2608002X	210044397	Montgomery County Police	Injury Crash	2021-11-02T20:15:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	RAINING	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	FBB0AA8A-ABBD-447F-B57C-5379F6260F43	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	Maryland (State)	WET
MCP2608002X	210044397	Montgomery County Police	Injury Crash	2021-11-02T20:15:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	RAINING	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	4114B3ED-B84B-48D2-80BC-5F132B9F6608	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	Maryland (State)	WET
MCP2353009H	210044239	Montgomery County Police	Injury Crash	2021-11-02T08:51:00.000	UNKNOWN	OTHER CONVEYANCE	SINGLE VEHICLE	CLOUDY	DAYLIGHT	OTHER	NONE DETECTED	NONE DETECTED	8C8FB770-6800-440D-B8E8-708ADF6C8A6B	OTHER CONVEYANCE	Cross/Enter at Intersection	FAILURE TO YIELD RIGHT OF WAY	ON ROADWAY AT CROSSWALK	NO PED. SIGNAL	MIXED CLOTHING	Yes	SUSPECTED MINOR INJURY	MC/BIKE HELMET	County	DRY
